13992	 Un gruppo di persone sta camminando per strada.
9797	 Un gruppo di persone sta camminando per strada.
2615	 Un gruppo di persone sta camminando per strada.
24545	 Un gruppo di persone sta camminando per strada.
19037	 Un gruppo di persone sta camminando per strada.
15650	 Un gruppo di persone sta camminando per strada.
16880	 Un gruppo di persone sta camminando per strada.
7962	 Un gruppo di persone sta camminando per strada.
29380	 Un gruppo di persone sta camminando per strada.
14490	 Un gruppo di persone sta camminando per strada.
34	 Un gruppo di persone sta camminando per strada.
17655	 Un gruppo di persone sta camminando per strada.
13990	 Un gruppo di persone sta camminando per strada.
27240	 Un gruppo di persone sta camminando per strada.
18425	 Un gruppo di persone sta camminando per strada.
30236	 Un gruppo di persone sta camminando per strada.
17037	 Un gruppo di persone sta camminando per strada.
14316	 Un gruppo di persone sta camminando per strada.
2458	 Un gruppo di persone sta camminando per strada.
1401	 Un gruppo di persone sta camminando per strada.
23205	 Un gruppo di persone sta camminando per strada.
29489	 Un gruppo di persone sta camminando per strada.
13629	 Un gruppo di persone sta camminando per strada.
4317	 Un gruppo di persone sta camminando per strada.
21725	 Un gruppo di persone sta camminando per strada.
17250	 Un gruppo di persone sta camminando per strada.
18448	 Un gruppo di persone sta camminando per strada.
12757	 Un gruppo di persone sta camminando per strada.
5989	 Un gruppo di persone sta camminando per strada.
26050	 Un gruppo di persone sta camminando per strada.
16810	 Un gruppo di persone sta camminando per strada.
28873	 Un gruppo di persone sta camminando per strada.
23098	 Un gruppo di persone sta camminando per strada.
27872	 Un gruppo di persone sta camminando per strada.
20229	 Un gruppo di persone sta camminando per strada.
16421	 Un gruppo di persone sta camminando per strada.
4902	 Un gruppo di persone sta camminando per strada.
19354	 Un gruppo di persone sta camminando per strada.
14332	 Un gruppo di persone sta camminando per strada.
5261	 Un gruppo di persone sta camminando per strada.
1771	 Un gruppo di persone sta camminando per strada.
6300	 Un gruppo di persone sta camminando per strada.
4663	 Un gruppo di persone sta camminando per strada.
6258	 Un gruppo di persone sta camminando per strada.
24521	 Un gruppo di persone sta camminando per strada.
29043	 Un gruppo di persone sta camminando per strada.
15176	 Un gruppo di persone sta camminando per strada.
26682	 Un gruppo di persone sta camminando per strada.
3834	 Un gruppo di persone sta camminando per strada.
133	 Un gruppo di persone sta camminando per strada.
21597	 Un gruppo di persone sta camminando per strada.
26618	 Un gruppo di persone sta camminando per strada.
25479	 Un gruppo di persone sta camminando per strada.
134	 Un gruppo di persone sta camminando per strada.
8199	 Un gruppo di persone sta camminando per strada.
29508	 Un gruppo di persone sta camminando per strada.
19247	 Un gruppo di persone sta camminando per strada.
22254	 Un gruppo di persone sta camminando per strada.
2044	 Un gruppo di persone sta camminando per strada.
26615	 Un gruppo di persone sta camminando per strada.
9088	 Un gruppo di persone sta camminando per strada.
17510	 Un gruppo di persone sta camminando per strada.
13170	 Un gruppo di persone sta camminando per strada.
8811	 Un gruppo di persone sta camminando per strada.
11137	 Un gruppo di persone sta camminando per strada.
11423	 Un gruppo di persone sta camminando per strada.
9978	 Un gruppo di persone sta camminando per strada.
10577	 Un gruppo di persone sta camminando per strada.
7263	 Un gruppo di persone sta camminando per strada.
14048	 Un gruppo di persone sta camminando per strada.
9242	 Un gruppo di persone sta camminando per strada.
18499	 Un gruppo di persone sta camminando per strada.
20981	 Un gruppo di persone sta camminando per strada.
3087	 Un gruppo di persone sta camminando per strada.
28955	 Un gruppo di persone sta camminando per strada.
29197	 Un gruppo di persone sta camminando per strada.
7631	 Un gruppo di persone sta camminando per strada.
17714	 Un gruppo di persone sta camminando per strada.
19555	 Un gruppo di persone sta camminando per strada.
26142	 Un gruppo di persone sta camminando per strada.
18820	 Un gruppo di persone sta camminando per strada.
7170	 Un gruppo di persone sta camminando per strada.
565	 Un gruppo di persone sta camminando per strada.
25776	 Un gruppo di persone sta camminando per strada.
22419	 Un gruppo di persone sta camminando per strada.
9013	 Un gruppo di persone sta camminando per strada.
28240	 Un gruppo di persone sta camminando per strada.
11400	 Un gruppo di persone sta camminando per strada.
25149	 Un gruppo di persone sta camminando per strada.
26998	 Un gruppo di persone sta camminando per strada.
16070	 Un gruppo di persone sta camminando per strada.
17468	 Un gruppo di persone sta camminando per strada.
137	 Un gruppo di persone sta camminando per strada.
8993	 Un gruppo di persone sta camminando per strada.
11152	 Un gruppo di persone sta camminando per strada.
10920	 Un gruppo di persone sta camminando per strada.
906	 Un gruppo di persone sta camminando per strada.
22425	 Un gruppo di persone sta camminando per strada.
972	 Un gruppo di persone sta camminando per strada.
7492	 Un gruppo di persone sta camminando per strada.
14134	 Un gruppo di persone sta camminando per strada.
7909	 Un gruppo di persone sta camminando per strada.
1390	 Un gruppo di persone sta camminando per strada.
12334	 Un gruppo di persone sta camminando per strada.
27303	 Un gruppo di persone sta camminando per strada.
14941	 Un gruppo di persone sta camminando per strada.
304	 Un gruppo di persone sta camminando per strada.
11906	 Un gruppo di persone sta camminando per strada.
222	 Un gruppo di persone sta camminando per strada.
8280	 Un gruppo di persone sta camminando per strada.
7597	 Un gruppo di persone sta camminando per strada.
11897	 Un gruppo di persone sta camminando per strada.
28570	 Un gruppo di persone sta camminando per strada.
10330	 Un gruppo di persone sta camminando per strada.
1358	 Un gruppo di persone sta camminando per strada.
14260	 Un gruppo di persone sta camminando per strada.
4402	 Un gruppo di persone sta camminando per strada.
24624	 Un gruppo di persone sta camminando per strada.
28966	 Un gruppo di persone sta camminando per strada.
20016	 Un gruppo di persone sta camminando per strada.
19929	 Un gruppo di persone sta camminando per strada.
4556	 Un gruppo di persone sta camminando per strada.
16191	 Un gruppo di persone sta camminando per strada.
16395	 Un gruppo di persone sta camminando per strada.
