8337	 Un uomo con un cappello e una giacca blu sta camminando lungo un sentiero di pietra.
26084	 Un uomo e una donna stanno guidando una bicicletta.
20302	 Un uomo con una camicia bianca e un cappello da baseball è seduto su una panchina a leggere un libro.
14333	 Un giocatore di baseball che lancia la palla.
734	 Un gruppo di persone sta guidando una bicicletta su una strada sterrata.
8079	 Un uomo è seduto su una panchina di fronte ad un edificio.
1117	 Un uomo e una donna sono in spiaggia.
28389	 Un uomo con un cappello da cowboy guida un cavallo marrone.
661	 Un uomo e una donna sono seduti a un tavolo in un ristorante. <end>
2600	 Un gruppo di persone si riunisce in un parco di divertimento.
6486	 Gli operai edili stanno lavorando su un tetto.
20459	 Un uomo e una donna sono seduti a un tavolo in un ristorante.
51	 Un giocatore di tennis che si prepara a lanciare la palla.
24476	 Un uomo e una donna sono seduti su una panchina di fronte ad un edificio.
28767	 Un uomo con un cappello da cowboy guida un cavallo marrone.
18764	 Un uomo con una camicia blu e un cappello da baseball è seduto su una panchina in un parco. <end>
27682	 Un gruppo di persone che giocano a calcio.
15650	 Un uomo in camicia bianca e pantaloni neri sta giocando a tennis.
29754	 Una donna in camicia bianca e pantaloni neri sta giocando a tennis.
17983	 Un uomo in camicia bianca e pantaloni neri sta facendo un salto in aria.
9242	 Un uomo con una camicia bianca e jeans blu è seduto su una panchina di fronte a un muro di mattoni.
520	 Un uomo e una donna stanno parlando in un bar. <end>
15878	 Un uomo e una donna sono in piedi su una spiaggia rocciosa.
25763	 Un uomo è seduto su una panchina di fronte ad un edificio.
20640	 Una donna con i capelli biondi e gli occhiali da sole sorride.
6694	 Un uomo che suona la chitarra e canta.
26806	 Un uomo con un cappello da baseball e una camicia bianca sta lavorando su un tetto.
27817	 Un bambino che gioca con un giocattolo.
15792	 Una bambina che gioca con un giocattolo.
18418	 Un gruppo di persone che camminano per strada.
11400	 Un uomo con gli occhiali da sole e una maglietta blu che tiene in braccio un bambino.
2615	 Un uomo con una camicia rossa e un cappello da baseball è seduto accanto a un uomo con una maglietta bianca e jeans blu.
9673	 Un uomo e una donna sono seduti su una panchina del parco. <end> <end> <end>
10005	 Un bambino che gioca con un giocattolo.
304	 Due bambini che giocano in spiaggia.
28123	 Un uomo e una donna sono seduti a un tavolo a mangiare.
18998	 Un gruppo di persone si riunisce in un parco.
973	 Un ragazzo che nuota in una piscina.
89	 Un gruppo di persone che camminano su un sentiero sporco.
21067	 Un uomo e una donna stanno camminando su una spiaggia rocciosa.
22440	 Un uomo con una camicia bianca e un cappello da baseball è seduto su una panchina di fronte ad un albero.
2803	 Un gruppo di operai edili che lavorano in un cantiere.
22118	 Un uomo con una camicia rossa e dei pantaloni neri è in piedi su una scogliera che guarda l'oceano.
20562	 Una donna con gli occhiali da sole sta parlando al cellulare.
